cascade_id,node_id,infection_time
88,185735,1341139723.0
88,185735,1341139729.0
13808,206362,1341140029.0
47666,358677,1341140228.0
5438,409329,1341140451.0
46754,269340,1341140873.0
3604,283614,1341141242.0
3604,368430,1341141589.0
5438,216602,1341141862.0
2156,343295,1341141999.0
5438,77982,1341142342.0
2156,295882,1341142892.0
519,88540,1341143007.0
1988,386251,1341143181.0
9704,386251,1341143207.0
35376,59173,1341143735.0
5438,1912,1341144148.0
519,320599,1341144533.0
13808,223125,1341144799.0
17871,212560,1341144813.0
17871,82741,1341144830.0
17871,100771,1341144838.0
519,246346,1341144893.0
17871,26238,1341144938.0
17871,44784,1341144969.0
17871,193112,1341145012.0
17871,369224,1341145064.0
17871,205945,1341145225.0
17871,82142,1341145315.0
17871,242261,1341145324.0
17871,369224,1341145351.0
15538,149824,1341145804.0
17871,197357,1341145923.0
17871,26251,1341146262.0
116323,326051,1341147656.0
13809,152400,1341148555.0
89805,51241,1341148643.0
5438,42913,1341149258.0
13809,42850,1341149618.0
28996,46056,1341149958.0
28996,126734,1341150074.0
50329,208997,1341150805.0
519,100414,1341150958.0
17871,100414,1341150969.0
8,437923,1341151018.0
26486,60201,1341151033.0
26486,42137,1341151234.0
13809,369752,1341151390.0
2156,198924,1341151449.0
28996,43352,1341151468.0
17939,149737,1341151664.0
17939,42335,1341151767.0
21606,107376,1341151773.0
15538,92688,1341151810.0
26486,452671,1341152236.0
17939,140301,1341152239.0
26486,170141,1341152313.0
5438,71148,1341152416.0
28996,403954,1341152518.0
28996,207704,1341152899.0
17939,83479,1341153024.0
17939,77846,1341153043.0
17939,24919,1341153179.0
26486,17600,1341153392.0
17939,242840,1341153408.0
17871,171145,1341154341.0
17871,387223,1341154448.0
17871,30539,1341154670.0
17939,211640,1341154778.0
17939,187228,1341154851.0
26486,4,1341155676.0
26486,329291,1341155704.0
26486,59072,1341155705.0
26486,118970,1341155717.0
26486,450774,1341155737.0
26486,78347,1341155784.0
26486,48985,1341155792.0
26486,22566,1341155801.0
26486,51652,1341155803.0
26486,268170,1341155807.0
26486,37240,1341155814.0
26486,6999,1341155825.0
26486,7394,1341155827.0
26486,167,1341155827.0
26486,209474,1341155833.0
26486,159983,1341155857.0
26486,159981,1341155872.0
26486,350200,1341155903.0
26486,28333,1341155911.0
26486,248971,1341155916.0
26486,255849,1341155918.0
510,143654,1341155943.0
26486,95455,1341155954.0
510,368867,1341155955.0
26486,142644,1341155968.0
26486,40851,1341155990.0
26486,4319,1341156008.0
510,152095,1341156052.0
510,22682,1341156052.0
17939,219218,1341156067.0
510,14054,1341156071.0
510,170702,1341156072.0
26486,18270,1341156084.0
26486,36950,1341156101.0
26486,203001,1341156103.0
26486,107006,1341156128.0
26486,24688,1341156147.0
510,210100,1341156152.0
510,142125,1341156152.0
26486,143579,1341156153.0
26486,233730,1341156168.0
88,171000,1341156172.0
26486,389738,1341156172.0
510,199748,1341156180.0
26486,27357,1341156186.0
510,130535,1341156197.0
510,108380,1341156204.0
26486,25862,1341156209.0
26486,131430,1341156223.0
26486,106666,1341156226.0
26486,290756,1341156235.0
510,148602,1341156254.0
26486,1825,1341156282.0
510,99846,1341156298.0
26486,28254,1341156346.0
510,54738,1341156360.0
510,180842,1341156383.0
26486,64528,1341156385.0
26486,113232,1341156402.0
463,255849,1341156422.0
26486,27959,1341156428.0
510,185591,1341156442.0
26486,56132,1341156444.0
510,185591,1341156458.0
26486,124342,1341156460.0
26486,29459,1341156466.0
26486,37694,1341156470.0
26486,14517,1341156474.0
510,79338,1341156476.0
26486,154833,1341156480.0
17871,142623,1341156507.0
26486,438160,1341156529.0
510,172473,1341156554.0
26486,36634,1341156559.0
26486,87890,1341156561.0
510,152579,1341156575.0
26486,33962,1341156621.0
510,117051,1341156653.0
26486,43676,1341156658.0
26486,135916,1341156660.0
26486,22505,1341156676.0
26486,67614,1341156718.0
26486,279880,1341156723.0
26486,42959,1341156724.0
26486,87889,1341156724.0
13765,212781,1341156742.0
26486,7856,1341156751.0
26486,342129,1341156763.0
26486,91992,1341156767.0
510,161069,1341156809.0
26486,33551,1341156809.0
17871,151979,1341156827.0
26486,164503,1341156827.0
510,78750,1341156845.0
26486,17520,1341156846.0
26486,118326,1341156851.0
26486,295227,1341156864.0
26486,155471,1341156915.0
26486,74713,1341157030.0
510,90459,1341157080.0
28996,215675,1341157116.0
26486,104059,1341157124.0
26486,371881,1341157140.0
26486,181364,1341157241.0
510,190316,1341157255.0
510,216817,1341157267.0
13765,258751,1341157279.0
26486,344287,1341157331.0
26486,138089,1341157374.0
26486,9131,1341157417.0
26486,93195,1341157486.0
26486,139359,1341157609.0
60146,147421,1341157626.0
13603,369633,1341157629.0
60146,148247,1341157631.0
26486,183569,1341157692.0
26486,74936,1341157694.0
26486,336508,1341157727.0
26486,101906,1341157731.0
13603,220954,1341157744.0
26486,33548,1341157745.0
64906,202689,1341157758.0
510,179239,1341157782.0
38790,6078,1341157807.0
38790,16016,1341157843.0
38790,11256,1341157844.0
510,166945,1341157879.0
38790,79743,1341157895.0
38790,106748,1341157900.0
38790,95644,1341157907.0
38790,129341,1341157913.0
38790,126714,1341157933.0
26486,80952,1341157947.0
26486,140970,1341158046.0
38790,147993,1341158113.0
26486,149346,1341158117.0
38790,27252,1341158117.0
38790,160629,1341158142.0
38790,147036,1341158144.0
38790,88816,1341158178.0
26486,260323,1341158179.0
26486,52944,1341158182.0
26486,87639,1341158239.0
26486,58488,1341158281.0
26486,26417,1341158297.0
38790,145918,1341158325.0
510,201308,1341158336.0
510,24513,1341158339.0
26486,249877,1341158410.0
26486,134290,1341158455.0
26486,89248,1341158469.0
519,14368,1341158475.0
26486,133067,1341158485.0
38790,30096,1341158624.0
26486,97301,1341158638.0
26486,3624,1341158646.0
38790,144815,1341158679.0
38790,110093,1341158708.0
26486,1400,1341158799.0
26486,20031,1341158820.0
26486,108801,1341158834.0
77616,245543,1341158871.0
38790,48226,1341158905.0
38790,128871,1341158914.0
510,434675,1341158921.0
38790,175569,1341158922.0
38790,18057,1341158955.0
35376,167681,1341158960.0
26486,85847,1341158974.0
38790,50910,1341159006.0
38790,70111,1341159018.0
26486,23774,1341159035.0
38790,12751,1341159056.0
26486,247775,1341159076.0
38790,276891,1341159082.0
38790,19113,1341159084.0
38790,64606,1341159086.0
38790,9351,1341159092.0
38790,360557,1341159104.0
38790,71430,1341159110.0
38790,146704,1341159114.0
38790,144646,1341159126.0
38790,76940,1341159130.0
38790,407383,1341159133.0
26486,354323,1341159134.0
38790,7245,1341159143.0
510,55807,1341159170.0
38790,23976,1341159170.0
510,168623,1341159224.0
5438,302519,1341159235.0
38790,13013,1341159238.0
38790,96291,1341159272.0
510,130582,1341159276.0
38790,139112,1341159283.0
38790,305128,1341159291.0
17871,166628,1341159299.0
38790,133571,1341159302.0
38790,3636,1341159327.0
38790,157599,1341159356.0
38790,76132,1341159390.0
38790,19048,1341159418.0
26486,72252,1341159431.0
26486,17561,1341159438.0
5438,27202,1341159492.0
38790,99707,1341159500.0
26486,65474,1341159501.0
38790,24299,1341159509.0
26486,124549,1341159509.0
17871,248466,1341159518.0
26486,24593,1341159523.0
26486,403358,1341159525.0
38790,160612,1341159527.0
38790,103759,1341159590.0
26486,45677,1341159595.0
26486,16363,1341159599.0
510,128817,1341159694.0
38790,5123,1341159706.0
38790,48084,1341159740.0
38790,78328,1341159789.0
38790,35839,1341159799.0
38790,211369,1341159799.0
38790,112862,1341159804.0
38790,58769,1341159821.0
26486,73813,1341159843.0
13798,101238,1341159861.0
26486,281493,1341159922.0
26486,43420,1341159940.0
38790,49605,1341159949.0
38790,115005,1341159994.0
38790,136726,1341160001.0
26486,24890,1341160007.0
13798,30097,1341160018.0
26486,19335,1341160031.0
510,52730,1341160037.0
38790,354470,1341160055.0
510,137188,1341160105.0
38790,155034,1341160145.0
38790,47309,1341160176.0
26486,185057,1341160188.0
38790,13968,1341160189.0
38790,168935,1341160232.0
26486,16649,1341160239.0
26486,155637,1341160251.0
26486,303664,1341160275.0
26486,286005,1341160281.0
13603,109047,1341160287.0
26486,212805,1341160307.0
26486,75689,1341160318.0
26486,264232,1341160322.0
38790,68221,1341160331.0
26486,190887,1341160332.0
26486,255242,1341160345.0
26486,108383,1341160362.0
26486,168677,1341160373.0
38790,46418,1341160427.0
26486,394139,1341160435.0
38790,19295,1341160443.0
26486,61732,1341160467.0
26486,221496,1341160485.0
38790,207728,1341160489.0
26486,106644,1341160489.0
26486,1126,1341160498.0
26486,447852,1341160522.0
26486,26972,1341160548.0
26486,30422,1341160552.0
26486,414398,1341160552.0
38790,223914,1341160589.0
26486,273860,1341160610.0
26486,287068,1341160627.0
38790,91965,1341160664.0
38790,206354,1341160670.0
4974,92528,1341160686.0
26486,21804,1341160710.0
38790,44799,1341160728.0
26486,424861,1341160746.0
26486,405484,1341160759.0
26486,196530,1341160765.0
35376,50218,1341160783.0
26486,137490,1341160787.0
26486,93620,1341160808.0
38790,145108,1341160825.0
26486,190403,1341160863.0
38790,167769,1341160906.0
17939,309469,1341160923.0
26486,185374,1341160928.0
38790,160633,1341160947.0
26486,38532,1341160972.0
4974,106247,1341160993.0
50434,366196,1341161011.0
50434,222831,1341161023.0
38790,62455,1341161045.0
38790,440554,1341161061.0
26486,31987,1341161132.0
510,415626,1341161209.0
26486,239052,1341161257.0
38790,37983,1341161265.0
38790,72252,1341161296.0
26486,401841,1341161321.0
26486,418178,1341161390.0
510,372698,1341161419.0
26486,77346,1341161496.0
26486,415261,1341161523.0
35376,104057,1341161545.0
26486,330639,1341161572.0
26486,376822,1341161604.0
26486,196531,1341161607.0
26486,41051,1341161672.0
38790,107693,1341161726.0
38790,134283,1341161732.0
26486,53393,1341161743.0
38790,140815,1341161779.0
9682,41633,1341161882.0
26486,173781,1341161900.0
38790,22036,1341161921.0
50434,198531,1341161966.0
26486,242089,1341162024.0
38790,85441,1341162043.0
510,107353,1341162084.0
50434,226555,1341162112.0
26486,90366,1341162135.0
26486,434932,1341162141.0
38790,275382,1341162173.0
26486,19827,1341162238.0
38790,138665,1341162255.0
38790,147808,1341162305.0
65644,4582,1341162316.0
26486,410627,1341162337.0
50434,204290,1341162364.0
26486,102804,1341162370.0
26486,277321,1341162406.0
38790,35184,1341162418.0
26486,110592,1341162428.0
26486,214857,1341162518.0
35376,104057,1341162573.0
26486,134023,1341162590.0
510,252733,1341162699.0
50434,396290,1341162703.0
38790,35809,1341162704.0
510,25024,1341162742.0
38790,134107,1341162750.0
77616,73371,1341162817.0
26486,51638,1341162840.0
38790,162863,1341162880.0
38790,31351,1341163004.0
65644,2298,1341163037.0
65644,266825,1341163049.0
38790,16578,1341163116.0
510,346418,1341163125.0
65644,32780,1341163150.0
50434,256772,1341163154.0
38790,171095,1341163162.0
26486,314759,1341163237.0
510,24629,1341163349.0
26486,271112,1341163397.0
26486,410700,1341163426.0
65644,261212,1341163539.0
13123,209129,1341163541.0
26486,437149,1341163571.0
38790,110388,1341163574.0
3604,176199,1341163599.0
84647,3933,1341163652.0
84647,414398,1341163712.0
510,145550,1341163778.0
38790,115966,1341163788.0
3604,68939,1341163798.0
4974,330895,1341163822.0
26486,132436,1341163849.0
510,23610,1341163861.0
26486,99364,1341163875.0
510,10945,1341163890.0
510,249095,1341163902.0
510,371197,1341163940.0
510,77457,1341163955.0
38790,344380,1341163996.0
26486,236423,1341164077.0
50434,31032,1341164103.0
38790,86271,1341164146.0
26486,217828,1341164291.0
510,77464,1341164353.0
510,10950,1341164360.0
26486,416526,1341164388.0
26486,75580,1341164505.0
510,25183,1341164524.0
38790,91140,1341164542.0
38790,143412,1341164607.0
3604,50041,1341164690.0
510,722,1341164728.0
13603,124398,1341164736.0
510,385794,1341164750.0
26486,301422,1341164827.0
26486,317218,1341164873.0
38790,47469,1341164913.0
26486,41378,1341165196.0
26486,397380,1341165403.0
510,361932,1341165408.0
110903,53575,1341165487.0
26486,371590,1341165496.0
26486,326426,1341165502.0
26486,78406,1341165667.0
26486,216211,1341165739.0
26486,410906,1341165769.0
26486,312363,1341165792.0
26486,221430,1341165811.0
50434,413922,1341165828.0
26486,1551,1341165917.0
26486,1379,1341165932.0
26486,53144,1341165956.0
3604,282758,1341166017.0
26486,200881,1341166048.0
12751,149467,1341166163.0
38790,63483,1341166167.0
26486,355693,1341166266.0
50329,153793,1341166322.0
26486,167306,1341166436.0
26486,278040,1341166489.0
26486,92219,1341166568.0
17871,31436,1341166711.0
250519,3369,1341166763.0
250519,350137,1341166782.0
250519,207261,1341166802.0
250519,221339,1341166809.0
250519,173131,1341166813.0
250519,447008,1341166815.0
250519,414756,1341166821.0
250519,376324,1341166824.0
250519,144339,1341166827.0
250519,88491,1341166828.0
250519,217948,1341166835.0
8,98473,1341166863.0
250519,387837,1341166866.0
250519,354906,1341166867.0
250519,436941,1341166868.0
250519,442230,1341166869.0
250519,343164,1341166875.0
250519,230483,1341166876.0
250519,173412,1341166878.0
250519,12580,1341166882.0
250519,94880,1341166887.0
250519,451348,1341166892.0
250519,234508,1341166894.0
38790,225572,1341166902.0
250519,335209,1341166903.0
250519,440430,1341166904.0
250519,293802,1341166905.0
250519,214507,1341166911.0
250519,22313,1341166913.0
250519,124298,1341166914.0
250519,229706,1341166914.0
250519,172534,1341166915.0
250519,403936,1341166918.0
250519,164139,1341166921.0
250519,277659,1341166925.0
250519,390202,1341166930.0
250519,18852,1341166931.0
250519,210119,1341166933.0
250519,342980,1341166952.0
250519,287700,1341166953.0
250519,243349,1341166957.0
250519,328660,1341166963.0
250519,206507,1341166964.0
250519,388770,1341166967.0
250519,155398,1341166968.0
250519,65528,1341166973.0
250519,378484,1341166975.0
250519,282200,1341166977.0
250519,438896,1341166986.0
250519,230276,1341166997.0
250519,313247,1341166997.0
250519,36705,1341167000.0
250519,207933,1341167001.0
250519,305110,1341167004.0
250519,190295,1341167008.0
250519,368929,1341167009.0
17871,4519,1341167013.0
250519,388352,1341167016.0
250519,436552,1341167019.0
250519,374512,1341167030.0
250519,408212,1341167030.0
250519,279143,1341167039.0
250519,351217,1341167046.0
250519,62118,1341167055.0
3604,403954,1341167075.0
250519,140157,1341167080.0
250519,74745,1341167094.0
250519,350621,1341167099.0
250519,262576,1341167100.0
250519,357511,1341167100.0
250519,435947,1341167102.0
250519,370500,1341167109.0
250519,413505,1341167127.0
250519,450295,1341167129.0
250519,176341,1341167136.0
250519,416773,1341167140.0
250519,352384,1341167140.0
250519,237221,1341167146.0
250519,395980,1341167150.0
250519,162536,1341167157.0
250519,200968,1341167165.0
250519,304552,1341167180.0
250519,368666,1341167216.0
250519,430515,1341167217.0
510,109113,1341167234.0
250519,48768,1341167239.0
250519,444396,1341167262.0
250519,402196,1341167266.0
250519,255217,1341167268.0
250519,360025,1341167274.0
250519,214999,1341167277.0
250519,267206,1341167288.0
250519,192017,1341167289.0
250519,408509,1341167293.0
250519,229624,1341167298.0
250519,190296,1341167321.0
250519,223917,1341167323.0
250519,417245,1341167328.0
250519,341298,1341167337.0
250519,258526,1341167341.0
250519,90366,1341167352.0
510,28539,1341167363.0
250519,238743,1341167366.0
250519,156007,1341167368.0
250519,408440,1341167381.0
250519,23120,1341167391.0
250519,253403,1341167398.0
250519,193604,1341167410.0
250519,375587,1341167420.0
250519,47615,1341167431.0
250519,81202,1341167432.0
250519,204230,1341167437.0
250519,362218,1341167442.0
250519,221069,1341167449.0
250519,265531,1341167466.0
250519,144977,1341167470.0
250519,171050,1341167489.0
250519,406349,1341167498.0
250519,195518,1341167505.0
250519,281188,1341167507.0
250519,313724,1341167507.0
26486,89922,1341167507.0
250519,257364,1341167523.0
250519,315864,1341167532.0
250519,96937,1341167534.0
250519,367713,1341167539.0
250519,272099,1341167541.0
250519,429523,1341167545.0
250519,371975,1341167578.0
250519,258538,1341167579.0
250519,239074,1341167600.0
250519,77602,1341167604.0
250519,420960,1341167628.0
38790,331228,1341167631.0
110903,39889,1341167632.0
250519,318634,1341167633.0
250519,240922,1341167638.0
250519,131967,1341167638.0
250519,413485,1341167638.0
250519,412042,1341167644.0
250519,331303,1341167645.0
250519,402673,1341167645.0
250519,449554,1341167653.0
250519,239144,1341167659.0
250519,179322,1341167675.0
250519,191005,1341167675.0
60350,199020,1341167705.0
250519,434429,1341167705.0
250519,275554,1341167707.0
250519,347428,1341167712.0
250519,337321,1341167729.0
250519,396685,1341167737.0
250519,397486,1341167745.0
250519,176388,1341167749.0
250519,195517,1341167750.0
250519,234305,1341167759.0
250519,398391,1341167774.0
250519,357827,1341167779.0
250519,242724,1341167784.0
60350,191629,1341167785.0
250519,193679,1341167802.0
250519,390215,1341167814.0
250519,425467,1341167820.0
26486,69308,1341167825.0
250519,75578,1341167840.0
250519,422561,1341167887.0
250519,434877,1341167902.0
250519,229230,1341167921.0
250519,362624,1341167925.0
250519,419211,1341167940.0
60350,65851,1341167952.0
250519,312498,1341167964.0
250519,370624,1341167983.0
250519,150704,1341167987.0
250519,403726,1341168024.0
250519,418633,1341168048.0
250519,399551,1341168076.0
250519,430894,1341168079.0
26486,208505,1341168087.0
60350,132829,1341168088.0
250519,92037,1341168102.0
250519,344115,1341168148.0
250519,400283,1341168149.0
250519,447580,1341168180.0
250519,348573,1341168194.0
250519,37412,1341168197.0
250519,342442,1341168202.0
60350,15885,1341168216.0
250519,392032,1341168218.0
250519,262151,1341168224.0
250519,78041,1341168224.0
250519,320256,1341168232.0
250519,274649,1341168239.0
510,255055,1341168253.0
250519,228656,1341168267.0
250519,406739,1341168269.0
250519,423818,1341168282.0
250519,244191,1341168282.0
250519,384806,1341168289.0
60350,268263,1341168310.0
250519,398361,1341168319.0
250519,417244,1341168340.0
250519,248527,1341168344.0
250519,386384,1341168358.0
250519,280645,1341168358.0
60350,73442,1341168396.0
41382,167547,1341168407.0
250519,294956,1341168413.0
41382,190284,1341168413.0
250519,435205,1341168420.0
250519,291044,1341168438.0
250519,248899,1341168441.0
250519,348184,1341168460.0
60350,175804,1341168468.0
250519,295761,1341168481.0
41382,454814,1341168541.0
250519,373515,1341168542.0
60350,295413,1341168545.0
250519,406373,1341168555.0
60350,100196,1341168566.0
250519,225122,1341168567.0
250519,167739,1341168568.0
250519,282095,1341168572.0
250519,308370,1341168598.0
250519,240547,1341168614.0
250519,280425,1341168656.0
250519,321061,1341168688.0
250519,333973,1341168710.0
250519,301695,1341168711.0
41382,129336,1341168739.0
250519,428614,1341168740.0
60350,40581,1341168740.0
40973,51319,1341168771.0
41382,401410,1341168779.0
250519,216374,1341168783.0
40973,123165,1341168799.0
41382,398652,1341168819.0
250519,365162,1341168840.0
250519,234003,1341168847.0
250519,62877,1341168867.0
250519,290717,1341168871.0
250519,421819,1341168876.0
250519,384946,1341168902.0
41382,417843,1341168913.0
250519,387719,1341168916.0
250519,424730,1341168920.0
41382,367706,1341168927.0
250519,367675,1341168950.0
250519,395786,1341168957.0
250519,443594,1341168964.0
250519,362314,1341168992.0
250519,302527,1341169024.0
250519,112582,1341169030.0
250519,261145,1341169089.0
250519,118927,1341169154.0
250519,276745,1341169169.0
88,194253,1341169175.0
5438,54312,1341169206.0
8303,77943,1341169216.0
250519,73591,1341169233.0
77616,38327,1341169233.0
77616,38327,1341169252.0
250519,424033,1341169314.0
26486,221823,1341169319.0
77616,119282,1341169324.0
250519,440378,1341169371.0
11876,207121,1341169390.0
250519,455039,1341169408.0
65644,196162,1341169423.0
250519,213439,1341169423.0
250519,201649,1341169429.0
41382,196162,1341169435.0
8303,74765,1341169499.0
250519,250626,1341169517.0
250519,350824,1341169520.0
250519,324358,1341169562.0
250519,347081,1341169565.0
38790,44798,1341169578.0
65644,16431,1341169599.0
250519,371956,1341169613.0
250519,279805,1341169678.0
26486,209664,1341169680.0
12641,384164,1341169726.0
250519,310788,1341169760.0
41382,298623,1341169764.0
250519,238911,1341169773.0
250519,235296,1341169845.0
250519,141204,1341169866.0
250519,430600,1341169928.0
250519,215785,1341169931.0
12641,322465,1341169932.0
12641,322465,1341169935.0
65644,190847,1341169948.0
250519,252636,1341169992.0
250519,411422,1341170022.0
250519,149249,1341170055.0
250519,395194,1341170062.0
250519,421370,1341170069.0
26486,321079,1341170125.0
250519,400242,1341170127.0
12641,177672,1341170162.0
11555,130733,1341170165.0
250519,182979,1341170184.0
11876,8966,1341170201.0
250519,381032,1341170242.0
250519,191445,1341170243.0
41382,211529,1341170279.0
250519,375746,1341170354.0
250519,383308,1341170360.0
250519,355203,1341170366.0
26486,18975,1341170367.0
11876,75083,1341170393.0
250519,363009,1341170399.0
50218,42251,1341170446.0
65644,142069,1341170453.0
250519,214042,1341170458.0
250519,404017,1341170482.0
250519,376903,1341170536.0
250519,436484,1341170537.0
510,313283,1341170547.0
250519,108653,1341170549.0
250519,166842,1341170578.0
250519,447036,1341170631.0
250519,424443,1341170654.0
38790,225714,1341170705.0
77616,18665,1341170769.0
250519,397066,1341170771.0
63931,26398,1341170784.0
250519,297624,1341170809.0
510,137584,1341170821.0
41382,425124,1341170845.0
63931,115038,1341170865.0
2156,406603,1341170894.0
250519,396362,1341170896.0
11876,183449,1341170940.0
11876,183449,1341170947.0
65644,16433,1341170955.0
1134,54656,1341170961.0
250519,405749,1341170970.0
103447,39885,1341171002.0
250519,288008,1341171038.0
63931,25284,1341171051.0
250519,413395,1341171122.0
250519,289650,1341171123.0
26486,297624,1341171156.0
26486,22743,1341171185.0
250519,259769,1341171188.0
26486,43712,1341171227.0
26486,5695,1341171235.0
250519,242812,1341171244.0
250519,67601,1341171276.0
250519,398291,1341171310.0
250519,426280,1341171322.0
26486,398971,1341171392.0
250519,259593,1341171416.0
250519,372884,1341171438.0
250519,427276,1341171439.0
38602,162325,1341171454.0
250519,367674,1341171475.0
38790,156105,1341171589.0
65644,105828,1341171597.0
41382,173392,1341171696.0
39885,103447,1341171732.0
250519,63070,1341171745.0
4665,62883,1341171774.0
4665,106211,1341171802.0
250519,173422,1341171806.0
250519,451012,1341171807.0
41382,315855,1341171911.0
38790,106570,1341171917.0
250519,104521,1341171928.0
6940,39124,1341171942.0
6940,120301,1341171951.0
6940,58939,1341171953.0
6940,49184,1341171958.0
6940,102477,1341171962.0
6940,170787,1341171973.0
250519,325810,1341171973.0
6940,65253,1341171975.0
6940,71485,1341171976.0
6940,116284,1341171983.0
41382,447778,1341171992.0
6940,124898,1341171999.0
6940,80858,1341171999.0
6940,426445,1341172000.0
6940,155672,1341172009.0
250519,175567,1341172023.0
6940,131538,1341172037.0
6940,64729,1341172047.0
6940,45463,1341172048.0
6940,192128,1341172055.0
6940,265408,1341172058.0
6940,53613,1341172072.0
6940,184039,1341172077.0
6940,287057,1341172078.0
28996,28993,1341172084.0
510,107,1341172105.0
6940,14570,1341172106.0
6940,57473,1341172119.0
6940,208328,1341172123.0
6940,8702,1341172141.0
6940,59356,1341172142.0
6940,31082,1341172146.0
6940,102406,1341172149.0
6940,70629,1341172158.0
6940,341261,1341172166.0
41382,77700,1341172166.0
60350,77700,1341172178.0
28996,28958,1341172180.0
6940,40255,1341172202.0
6940,342910,1341172209.0
6940,51816,1341172212.0
250519,379012,1341172219.0
510,58870,1341172226.0
250519,343014,1341172246.0
6940,53243,1341172249.0
26486,16869,1341172254.0
250519,427168,1341172269.0
6940,134853,1341172275.0
6940,273748,1341172278.0
6940,29919,1341172279.0
6940,404617,1341172281.0
250519,445427,1341172282.0
6940,353709,1341172294.0
6940,57977,1341172296.0
6940,51682,1341172298.0
6940,19535,1341172298.0
6940,50315,1341172299.0
6940,329378,1341172302.0
6940,200662,1341172317.0
6940,53281,1341172322.0
6940,70654,1341172323.0
6940,16528,1341172327.0
6940,178396,1341172330.0
6940,111592,1341172338.0
6940,324033,1341172343.0
6940,141367,1341172355.0
6940,328165,1341172372.0
6940,8794,1341172373.0
6940,57993,1341172380.0
6940,114857,1341172385.0
250519,133810,1341172402.0
6940,124086,1341172405.0
6940,33849,1341172412.0
6940,432242,1341172490.0
6940,96823,1341172506.0
6940,80818,1341172512.0
6940,97227,1341172526.0
6940,116686,1341172536.0
6940,133250,1341172536.0
6940,120131,1341172557.0
6940,43996,1341172590.0
6940,56426,1341172614.0
250519,265700,1341172621.0
6940,198347,1341172634.0
250519,242626,1341172659.0
41382,452438,1341172669.0
63931,5123,1341172673.0
510,78109,1341172674.0
250519,365519,1341172696.0
63931,149691,1341172703.0
250519,234955,1341172715.0
250519,226133,1341172720.0
6940,63386,1341172776.0
6940,115567,1341172791.0
63931,140109,1341172818.0
103447,88838,1341172820.0
39885,88838,1341172829.0
