source,target,beta
453677,138494,8.666461297127248e-06
50648,138494,8.609317402184952e-06
69815,138494,8.62735056552255e-06
89871,138494,8.733358875181358e-06
50648,139516,0.015384643854586273
160657,140046,9.760830061626817e-06
28962,140046,9.72969368601457e-06
76408,140046,1.0003449853526794e-05
160162,141303,0.00019330478583260368
16707,141303,0.000193162581156721
179666,141303,0.00018927937637004902
191853,141303,0.00019377876313335523
196658,141303,0.0001931496862896748
20624,141303,0.00018927937637004902
210194,141303,0.00019306885309570168
214169,141303,0.00019367448320315543
215753,141303,0.00019107930215981266
21704,141303,0.00018969259653736842
247398,141303,0.00019322679783824904
346812,141303,0.00019359437608820236
4326,141303,0.0001929825671719535
64523,141303,0.00019254043895440217
92345,141303,0.00019314852666754527
9277,141303,0.00018933105087429758
156248,142669,7.225516799054528e-06
20169,142669,3.2046715132195902e-06
33793,142669,5.33533050050302e-06
3430,142669,5.494639539917204e-06
419609,142669,4.114989776879053e-06
98356,142669,7.267739595538964e-06
148688,143524,0.0014600403499163564
401686,144720,0.006600797489786912
234530,148688,0.006410407970288332
1138,149293,2.1741978100479566e-06
115844,149293,2.759690565990136e-06
120164,149293,2.1966776633822817e-06
19929,149293,2.319499793306321e-06
21293,149293,2.8567244513398224e-06
21312,149293,2.704410355314727e-06
213384,149293,2.174253307436035e-06
22359,149293,2.3445854751677124e-06
277974,149293,2.9265406394358814e-06
32113,149293,2.3815569089728654e-06
49859,149293,2.477917203310944e-06
52112,149293,3.1880893302796586e-06
83663,149293,2.549867052066846e-06
88935,149293,2.3228466357907166e-06
90562,149293,2.251316455247564e-06
98170,149293,3.46849764777494e-06
9996,149293,2.4586939669432324e-06
34591,151385,0.05000015358699003
157006,152589,0.0064102537083792705
3449,152589,0.006410253643447536
10032,153457,0.00013894181260530857
107800,153457,0.00013880644393752663
11362,153457,0.00013863408477441947
140046,153457,0.0001385286782792474
160657,153457,0.00013540821446267435
174027,153457,0.0001386443081726233
18900,153457,0.00013853288141147725
28864,153457,0.0001390149711513576
28962,153457,0.0001353740319608048
67315,153457,0.000138713005167278
67517,153457,0.0001386512103408725
7242,153457,0.00013870678313176915
76408,153457,0.00013567424801551168
84215,153457,0.0001387307824898002
453677,153769,0.0020288215612847982
27454,15438,0.04348441161785932
138444,156248,8.857819299552845e-06
159565,156248,8.89631750771519e-06
160430,156248,8.865612107334968e-06
180544,156248,8.884690902036705e-06
20169,156248,1.2683707212003291e-05
20373,156248,8.232912585787405e-06
209613,156248,8.802033990064923e-06
33784,156248,8.271841517749377e-06
33793,156248,1.4853779733567127e-05
33806,156248,8.79477093909432e-06
3430,156248,1.5016266288438528e-05
419609,156248,1.3610713028871437e-05
51181,156248,8.246373475671256e-06
60380,156248,8.872625927301959e-06
89707,156248,8.837672712209566e-06
109787,156974,5.342292335649661e-07
122051,156974,5.1803277241927e-07
152589,156974,4.957173794938682e-07
157006,156974,4.890980165281614e-07
173428,156974,5.222681905045041e-07
198335,156974,8.960396934849851e-07
200291,156974,5.619785770185662e-07
205940,156974,1.4075877944456641e-06
244418,156974,6.369293403906954e-07
29911,156974,1.785410811664748e-06
3449,156974,4.890980165281614e-07
34856,156974,4.959557368260762e-07
37139,156974,5.162745536972193e-07
78945,156974,7.583496107651558e-07
78948,156974,8.779454447910371e-07
83042,156974,5.313434684070606e-07
180544,159565,0.00854902245528105
16707,160162,0.00022462371630924154
179666,160162,0.00022086353893963667
196658,160162,0.00022461126392932107
20624,160162,0.000220863558441387
210194,160162,0.00022453297844196726
215753,160162,0.0002226064647020222
21704,160162,0.00022126357175233753
247398,160162,0.00022468595351232386
4326,160162,0.00022444943275506325
64523,160162,0.00022402129927770632
92345,160162,0.00022461012056684221
9277,160162,0.00022091365549718454
138444,160430,0.012822329910101822
28962,160657,0.0028010997701114425
424028,160833,0.026316291290303283
116996,161002,0.0001826542095720052
1907,161002,0.00018265421715853963
19787,161002,0.00018270384659126973
226147,161002,0.0001832254876573162
256080,161002,0.00018278102585160167
25773,161002,0.0001828656102731988
259679,161002,0.00018384729708688353
26448,161002,0.00018265641040579055
273987,161002,0.00018294678970870746
371774,161002,0.0001827424596526287
42961,161002,0.00018360203088718156
67144,161002,0.00018269244937590178
77884,161002,0.00018500411248149298
79516,161002,0.00018499731378539183
104892,161315,0.00034606523913297276
16228,161315,0.00034608597277960263
163079,161315,0.000346111511211181
178192,161315,0.0003460652388423089
235938,161315,0.0003461067950614023
249841,161315,0.000346096472792243
282027,161315,0.00034609211366611763
285600,161315,0.00034611845197469397
297694,161315,0.0003461504860561671
332885,161315,0.0003460736041801105
435324,161315,0.0003461025243644698
332885,16228,0.007194250043910875
199909,162688,0.00555565577498856
235938,163079,0.018868083232405596
268067,163747,0.008065181345520226
111464,165337,0.006915961393496007
196658,16707,0.008279165747392146
255319,168162,0.01785757037414518
87124,168727,0.003907125693675007
184080,169065,4.2563493718171786e-05
199365,169065,2.9264910349080044e-05
202174,169065,4.260927421279122e-05
210924,169065,4.222901681975946e-05
212301,169065,4.2632182725412615e-05
23761,169065,2.9265307502806308e-05
264529,169065,4.232440802336752e-05
269009,169065,4.2723423910108605e-05
31976,169065,4.221697730126165e-05
32669,169065,2.9274927456497172e-05
362573,169065,4.255869339641725e-05
377692,169065,2.9627327927848592e-05
392755,169065,4.257459341671495e-05
39487,169065,4.217650080507337e-05
43177,169065,2.926986229536014e-05
53861,169065,4.2614912015495706e-05
84554,169065,4.216162270169012e-05
95390,169065,4.255658515422468e-05
116996,171565,2.304632136832363e-06
144720,171565,4.3955039801685716e-06
161002,171565,4.34708566538087e-06
1907,171565,2.3046106403738198e-06
19787,171565,2.346547264676822e-06
224217,171565,4.470471577366447e-06
226147,171565,2.7881488358090857e-06
256080,171565,2.4119500321646932e-06
25773,171565,2.4835604234844185e-06
259679,171565,3.314483365358857e-06
26448,171565,2.3065094344379533e-06
273987,171565,2.552295402355926e-06
371774,171565,2.379305983986346e-06
401686,171565,4.382105677342963e-06
42961,171565,3.1068643190219264e-06
61932,171565,4.743977429881253e-06
67144,171565,2.3369845557493055e-06
77884,171565,4.293626081311602e-06
79516,171565,4.287896337900079e-06
122051,173428,0.02000010220496155
11362,174027,0.009354606698438368
123978,174862,8.411884265910652e-06
123979,174862,8.364381667649548e-06
160833,174862,8.17987578568635e-06
18906,174862,8.16306777081755e-06
198133,174862,8.321017944915072e-06
206815,174862,8.166759941942512e-06
208710,174862,8.186240632487112e-06
23261,174862,8.175852490244431e-06
24539,174862,7.9674165540647e-06
24540,174862,8.138999911568393e-06
24557,174862,7.9674165540647e-06
29699,174862,8.175255904590338e-06
34526,174862,8.302569000320352e-06
424028,174862,8.176486766466328e-06
76823,174862,8.675454451498701e-06
9384,174862,8.147431315137221e-06
77195,176214,0.038461543078277455
126889,180497,0.01612903574950546
60380,180544,0.008335246476995638
86758,181078,0.01643199085693558
123162,181081,4.5357827812600255e-06
13137,181081,4.535749685402271e-06
132833,181081,4.540591805454566e-06
143524,181081,4.645222581383042e-06
148688,181081,4.585424127672262e-06
184994,181081,5.084415074950228e-06
191629,181081,4.548968821666657e-06
212335,181081,4.666810118292238e-06
215903,181081,4.67476547116838e-06
220818,181081,4.707176030690684e-06
227076,181081,5.460147644428444e-06
234530,181081,4.5718498488358136e-06
242193,181081,4.540911710429684e-06
248065,181081,4.679766867271306e-06
36458,181081,5.0490695820436515e-06
451690,181081,4.661659334034025e-06
69642,181081,4.559260193255256e-06
74563,181081,4.708281706154099e-06
118060,182783,0.0001050097574651142
181078,182783,0.00010797886292870069
18451,182783,0.00010015738304139289
19996,182783,0.00010796603495472128
236073,182783,0.00010016162964604866
243868,182783,0.00010020086226974017
291109,182783,0.00010600747036362993
292557,182783,0.00010797884438182157
293138,182783,0.00010804144581699022
29624,182783,0.0001052590589774281
299510,182783,0.00010799105970998945
397243,182783,0.00010506728209717929
58961,182783,0.00010501032772867766
68825,182783,0.00010798079462159423
86758,182783,0.00010797222088883113
8908,182783,0.00010499110837644832
8951,182783,0.00010796603495472128
90418,182783,0.00010015738304139289
98667,182783,0.00010803286906269319
362573,184080,0.02133635210795122
114539,18446,0.005458080043297151
36458,184994,0.0024755828542921588
140046,18900,0.022735601630946557
9384,18906,0.005618327578633793
58395,190273,0.031250064920173334
227863,190712,0.005048931894073802
242193,191629,0.01086956783631941
160162,191853,7.647088388596223e-05
16707,191853,7.634491684026035e-05
179666,191853,7.290538991034687e-05
196658,191853,7.633349803906782e-05
20624,191853,7.290538991034687e-05
210194,191853,7.626191972830649e-05
214169,191853,7.679831488983142e-05
215753,191853,7.449970457582094e-05
21704,191853,7.327136495236223e-05
247398,191853,7.640181528277001e-05
346812,191853,7.672739398503202e-05
4326,191853,7.618547383997244e-05
64523,191853,7.579387277604699e-05
92345,191853,7.633247779811542e-05
9277,191853,7.295118535026652e-05
245888,191923,0.03225839630757036
125417,192157,0.0001022217629649881
151385,192157,0.00010217911294054235
168162,192157,0.00010221266577741176
176214,192157,0.00010215391979513374
1795,192157,0.00010214809781500429
191923,192157,0.00010220093662297729
198180,192157,0.00010216210537124915
218197,192157,0.00010249514485545586
245888,192157,0.00010219811910886515
253027,192157,0.00010221957983803976
255319,192157,0.00010220757542272662
260630,192157,0.0001022154867222234
344574,192157,0.00010234762431142196
34591,192157,0.00010217728514440138
42336,192157,0.00010220612045802046
77195,192157,0.00010215155357155389
81427,192157,0.00010214809781500429
88040,192157,0.00010215619248356034
9230,192157,0.00010216019341049342
31594,194547,0.007194517726387189
92345,196658,0.09092380732439391
67144,19787,0.009174396098599978
109013,197988,0.02704593653488845
34526,198133,0.004763744777021802
9230,198180,0.047619087240514946
109787,198335,0.0002684451995686454
122051,198335,0.0002684275477354444
152589,198335,0.00026840323671067635
157006,198335,0.0002683960297471149
173428,198335,0.0002684321669412499
200291,198335,0.00026847542311982694
244418,198335,0.00026855712318438256
3449,198335,0.0002683960297471149
34856,198335,0.00026840350601277103
37139,198335,0.0002684256055167154
78945,198335,0.0002686845825702235
78948,198335,0.0002688221120766693
83042,198335,0.00026844205879800073
117017,19927,3.2308444293997277e-06
18450,19927,3.0747089652906176e-06
19965,19927,3.222101874737662e-06
68809,19927,3.0834165042546263e-06
8746,19927,3.0747298618786253e-06
8998,19927,3.233487947760795e-06
90562,19929,0.0012871404842003651
18450,19965,0.00017750587098375515
68809,19965,0.00017751442878438003
8746,19965,0.0001775058707588546
103043,199909,0.033333426360585096
118060,19996,9.457630047842287e-06
18451,19996,5.490145342181326e-06
236073,19996,5.493619969413462e-06
243868,19996,5.525554491342643e-06
291109,19996,1.0273466118604704e-05
29624,19996,9.661469678969858e-06
397243,19996,9.504710017231006e-06
58961,19996,9.45813952473309e-06
8908,19996,9.442395563746018e-06
90418,19996,5.490031954467638e-06
109787,200291,0.0030582885558186304
22775,20120,0.03846153798461892
22781,20120,0.038461537981858994
138444,20169,2.0411642361644416e-06
159565,20169,2.077057766452982e-06
160430,20169,2.048430483371018e-06
180544,20169,2.0661370403803793e-06
20373,20169,1.4575514639078593e-06
209613,20169,1.989059836876442e-06
33784,20169,1.4938724648943339e-06
33806,20169,1.982150641292451e-06
51181,20169,1.4700249960984934e-06
60380,20169,2.0548529763350702e-06
89707,20169,2.0222720650136905e-06
184080,202174,0.0002541640840423371
199365,202174,0.0002336879363161323
210924,202174,0.00025364916085648606
23761,202174,0.0002336875507153601
264529,202174,0.00025379615661304494
31976,202174,0.00025363056345191416
32669,202174,0.00023370334625287057
362573,202174,0.000254156665250313
377692,202174,0.0002342449881045003
392755,202174,0.00025418122118553655
39487,202174,0.00025356808898269304
43177,202174,0.00023369505606391427
84554,202174,0.00025354539309346987
95390,202174,0.0002541534067913495
100034,202201,3.484417988740182e-06
112868,202201,4.091851103312578e-06
115369,202201,3.621276587954955e-07
126299,202201,7.993289000732533e-07
126672,202201,6.297666602606889e-07
129683,202201,6.341932542144246e-07
18939,202201,3.3627392184878897e-07
224832,202201,1.3586613244998563e-06
225208,202201,1.2143321608657161e-06
249879,202201,3.664970867858366e-07
341144,202201,2.420573228917026e-06
406589,202201,5.002758050248578e-06
50698,202201,3.576917190882629e-07
57593,202201,6.282176473181614e-07
62837,202201,4.6435382034758e-06
62840,202201,3.148283139931533e-07
85758,202201,1.2691045536569538e-06
125072,204977,3.008844885792058e-05
126889,204977,2.6890518577432364e-05
131419,204977,2.6885639045186408e-05
138494,204977,3.260899980489166e-05
139516,204977,2.6913442768472634e-05
153769,204977,2.7085061363866712e-05
180497,204977,2.690133059122672e-05
218214,204977,2.7165914801653173e-05
2387,204977,2.688468932453206e-05
264474,204977,2.886345095846307e-05
26743,204977,2.6930859295578985e-05
29275,204977,2.688468932453206e-05
29417,204977,6.109519190749663e-05
29641,204977,2.7297974539541523e-05
38783,204977,2.713187842519473e-05
453677,204977,2.6997960995898075e-05
50648,204977,2.690187497314421e-05
69815,204977,2.693266503828045e-05
89871,204977,2.711098645532824e-05
109787,205940,1.049455778270459e-05
122051,205940,1.0477764198496455e-05
152589,205940,1.0454631547255134e-05
157006,205940,1.044777756868013e-05
173428,205940,1.0482193022995257e-05
198335,205940,1.0879852348503652e-05
200291,205940,1.0523324805591764e-05
244418,205940,1.060103586802394e-05
3449,205940,1.044777756868013e-05
34856,205940,1.0454919023457713e-05
37139,205940,1.0475923225087698e-05
78945,205940,1.072231265683426e-05
78948,205940,1.0853136254993727e-05
83042,205940,1.0491563550135077e-05
100062,206556,1.1408156764782125e-05
107944,206556,1.0754715726759447e-05
111473,206556,1.1397577101707294e-05
120872,206556,1.0899610960006633e-05
221630,206556,1.1398281218873687e-05
24751,206556,1.0692059258375972e-05
24755,206556,1.1396139941827143e-05
24758,206556,1.0692059258375972e-05
272778,206556,1.1426974438025528e-05
303963,206556,1.1751995159513766e-05
18906,206815,0.02380994779523729
160833,208710,0.013699157451221758
33806,209613,0.013515026144339087
179666,210194,0.0003431985476366853
20624,210194,0.00034319849389411253
215753,210194,0.0003450344179164247
21704,210194,0.00034361992643539783
4326,210194,0.0003469757068954353
64523,210194,0.0003465247354351069
9277,210194,0.00034325117948080157
31976,210924,0.008389995590195102
46673,210927,0.0034722861487369023
53861,212301,0.005942712316861941
451690,212335,0.01695002839723169
1138,21293,8.139760840941979e-05
115844,21293,8.199003622704962e-05
120164,21293,8.142032641576942e-05
19929,21293,8.154464916061862e-05
21312,21293,8.193408880299118e-05
213384,21293,8.139760097731509e-05
22359,21293,8.157003890752735e-05
32113,21293,8.160742363479335e-05
49859,21293,8.170491613916772e-05
83663,21293,8.177772304957457e-05
88935,21293,8.15479364071479e-05
90562,21293,8.14756471175037e-05
9996,21293,8.1685467422357e-05
1138,21312,0.00010322348913556905
120164,21312,0.00010324613598981855
19929,21312,0.00010337003081253469
213384,21312,0.00010322348714029239
22359,21312,0.00010339534287162384
32113,21312,0.00010343259951174122
49859,21312,0.00010352976141482961
83663,21312,0.00010360233347899044
88935,21312,0.00010337331168670858
90562,21312,0.00010330127079202786
9996,21312,0.00010351038591240033
122272,213677,0.03846297822681565
160162,214169,0.00015927908455233932
16707,214169,0.00015914393773536754
179666,214169,0.00015545444295213856
196658,214169,0.00015913170849695245
20624,214169,0.00015545444295213856
210194,214169,0.000159054875939118
215753,214169,0.0001571646190390813
21704,214169,0.0001558469871175565
247398,214169,0.0001592049613998542
346812,214169,0.00015955418748466748
4326,214169,0.00015897290103414235
64523,214169,0.00015855283741253155
92345,214169,0.00015913057264830936
9277,214169,0.00015550355403736054
267256,215069,0.03703706675321799
179666,215753,1.601783133617307e-05
20624,215753,1.6017832974454324e-05
21704,215753,1.635549461094824e-05
9277,215753,1.606006327063073e-05
212335,215903,0.01098993364978754
179666,21704,8.957824603993487e-05
20624,21704,8.957825036765249e-05
9277,21704,8.96204275956032e-05
125417,218197,6.637210707411953e-05
151385,218197,6.636760935477487e-05
168162,218197,6.637114777826169e-05
176214,218197,6.636495303046454e-05
1795,218197,6.636433904137407e-05
191923,218197,6.63699106298849e-05
198180,218197,6.63658158569525e-05
245888,218197,6.636961337035699e-05
253027,218197,6.637187678954588e-05
255319,218197,6.637061095609511e-05
260630,218197,6.637144516238922e-05
344574,218197,6.638537878118287e-05
34591,218197,6.63674174611999e-05
42336,218197,6.637045720526978e-05
77195,218197,6.636470340727546e-05
81427,218197,6.636433904137407e-05
88040,218197,6.63651928157597e-05
9230,218197,6.636561457209842e-05
38783,218214,0.005182619485296376
123162,220818,0.00031345999758786316
13137,220818,0.00031346000355788456
132833,220818,0.0003134648411500962
143524,220818,0.00031357036352066517
148688,220818,0.000313510078191135
191629,220818,0.00031347329199201237
212335,220818,0.0003135921892988712
215903,220818,0.00031360019906806686
234530,220818,0.0003134963492776157
242193,220818,0.0003134651948248007
248065,220818,0.00031360521504434686
451690,220818,0.00031358699664613284
69642,220818,0.00031348367718119294
111473,221630,0.12500254017833376
101624,223287,0.0001456274319232182
106399,223287,0.00014551903386554588
119268,223287,0.0001455809988367522
137356,223287,0.0001459052420740238
15438,223287,0.00014622538850516322
190273,223287,0.0001455552742920683
239790,223287,0.00014553792923189952
240855,223287,0.00014589177021859468
27454,223287,0.00014622304302557772
315546,223287,0.00014732513920289548
332285,223287,0.0001456524105589769
37844,223287,0.0001455850576542421
52814,223287,0.00014575524629491186
54060,223287,0.00014596063938299676
58395,223287,0.00014555201249086966
91672,223287,0.00014688193980169815
959,223287,0.00014551904784063078
88935,22359,0.004016532565318124
116996,224217,0.00017567559097515496
144720,224217,0.0001781746274186404
161002,224217,0.00017811679229569745
1907,224217,0.00017567558478978528
19787,224217,0.00017572574357742332
226147,224217,0.00017625351168635043
256080,224217,0.00017580386984565483
25773,224217,0.0001758894538169423
259679,224217,0.00017688259008897755
26448,224217,0.0001756777861167179
273987,224217,0.0001759715499756669
371774,224217,0.00017576486299610654
401686,224217,0.0001781586429118035
42961,224217,0.00017663445554343287
67144,224217,0.00017571426178008255
77884,224217,0.00017805289751668076
79516,224217,0.00017804604525595074
116996,226147,5.149511794340502e-05
1907,226147,5.1495110716047496e-05
19787,226147,5.1536655068968215e-05
256080,226147,5.1601286140177534e-05
25773,226147,5.1672119633029926e-05
26448,226147,5.149697412552199e-05
273987,226147,5.174006054365878e-05
371774,226147,5.1569012316530906e-05
67144,226147,5.152713977818878e-05
123162,227076,2.8693027357757e-05
13137,227076,2.869304256068172e-05
132833,227076,2.8697900055710375e-05
143524,227076,2.880347611797994e-05
148688,227076,2.874318308084023e-05
184994,227076,2.9246698951525602e-05
191629,227076,2.87063682453909e-05
212335,227076,2.8825309869358426e-05
215903,227076,2.8833290854150484e-05
220818,227076,2.886597892282567e-05
234530,227076,2.872941960479209e-05
242193,227076,2.8698214246332994e-05
248065,227076,2.883832977235252e-05
36458,227076,2.9211045364778207e-05
451690,227076,2.882013839735616e-05
69642,227076,2.8716747551087236e-05
74563,227076,2.8867131409082295e-05
114539,227863,0.00029262116313124643
117017,227863,0.00028741856112091525
18446,227863,0.00029264320631404173
18450,227863,0.00028720473100781634
19927,227863,0.000292619959132364
19965,227863,0.00028740656596279543
68809,227863,0.0002872165192944104
8746,227863,0.00028720473100781634
8998,227863,0.00028742212630113845
210927,22832,0.011494599564915851
25596,229125,0.25000000563011887
98728,229969,0.014705923236656556
29699,23261,0.14285763915474733
69642,234530,0.006944523423235008
435324,235938,0.020833463288222616
18451,236073,0.0128205115117861
90418,236073,0.012820511400739707
106399,239790,0.0027026970066146706
