source,target,beta
43248,101011,0.005618046872840751
68614,101011,2.997775540596589e-10
73687,101011,2.997648662592073e-10
93374,101011,2.993645455776408e-10
93554,101011,2.9938113782309194e-10
97616,101011,2.9936703461149823e-10
262740,101293,0.010638301188701408
101293,101313,6.885858182472206e-06
10464,101313,6.88571839656108e-06
155202,101313,6.885879050484068e-06
179772,101313,6.8883813766150105e-06
184061,101313,6.886584514298141e-06
185885,101313,6.885708693929373e-06
190988,101313,6.885611310762569e-06
20056,101313,6.885611310762569e-06
202470,101313,6.886846357605056e-06
223465,101313,6.885766235783478e-06
225297,101313,6.88564076974791e-06
226232,101313,6.885682256553514e-06
228511,101313,6.886114703028715e-06
258473,101313,6.885879784834996e-06
26264,101313,6.8863242489380605e-06
262740,101313,6.885850705659876e-06
281243,101313,6.8867596550667375e-06
284859,101313,6.885689256334324e-06
284955,101313,6.885973325678969e-06
327414,101313,6.888479938821322e-06
344459,101313,6.885848081418437e-06
394184,101313,6.885727319847974e-06
42461,101313,6.888327566458969e-06
42466,101313,6.885671264213244e-06
450180,101313,6.8856960300364175e-06
46095,101313,6.8862983022116545e-06
46790,101313,6.885620636708292e-06
47716,101313,6.885781356420672e-06
57809,101313,6.885715692118868e-06
69942,101313,6.885692444945426e-06
7328,101313,6.8857116239331e-06
73739,101313,6.885623893811281e-06
74076,101313,6.88573026725199e-06
75150,101313,6.885634638255141e-06
81218,101313,6.88833727717364e-06
85331,101313,6.885876595395498e-06
89375,101313,6.885800245305015e-06
90157,101313,6.885952455352558e-06
9345,101313,6.885632970415056e-06
97510,101313,6.8863521975601115e-06
97735,101313,6.8856496923846716e-06
97738,101313,6.885645959577657e-06
99818,101313,6.8863608748126044e-06
37996,101945,0.008849558823915958
180422,102134,0.16666666695723856
285485,102141,1.0000000019464936
102141,102145,0.2000000001415758
14594,102315,0.003194888277271075
256941,102482,0.014084616099337135
81251,102713,0.00015860445026232063
128773,103447,0.0032362410483234415
92356,103510,0.00793650793557562
272467,103664,0.023808381720874832
3164,103664,0.02380838172088453
222122,103670,0.05555554942323699
34547,103687,0.012048192770027298
204716,103841,0.05263157892907962
276271,103916,0.0006153845574018934
87330,104203,0.007751937976213186
115065,104281,2.5745604141520987e-10
127452,104281,2.5740529635083684e-10
158167,104281,2.574025427908717e-10
187922,104281,2.5739557205703055e-10
231689,104281,2.5742418545070074e-10
24704,104281,2.573813512063274e-10
26676,104281,0.009259256394460293
2813,104281,2.5737886406460504e-10
49122,104281,2.538287554730493e-10
492,104281,2.573973713804123e-10
64028,104281,0.006622530051322368
81405,104281,2.573811593676716e-10
90305,104281,2.538287554730493e-10
49475,10453,0.016393442660093415
57809,10464,0.029411809653967898
152084,104821,0.00015223017110788494
166162,105529,0.002865329511896797
100200,106140,2.5659937642798415e-10
106360,106140,2.567538294272705e-10
115644,106140,2.567307479858885e-10
136776,106140,2.5643299821300237e-10
143878,106140,2.5697901286511243e-10
157228,106140,2.5699667078434635e-10
174835,106140,2.5679564073237553e-10
174836,106140,2.5700558802825586e-10
181590,106140,2.5690984465754736e-10
196431,106140,2.566556831803309e-10
20005,106140,2.569805452076109e-10
200276,106140,2.569929409184288e-10
204968,106140,2.567225981908033e-10
206256,106140,2.5668629929513875e-10
217137,106140,2.5698365653384274e-10
217143,106140,2.56715591333785e-10
226912,106140,2.5622710053650274e-10
227858,106140,2.5616662137108903e-10
231389,106140,2.568632821265068e-10
243257,106140,0.0032787081230659094
252805,106140,2.569983642332372e-10
279742,106140,2.563080015938169e-10
289371,106140,2.5668965501342647e-10
290463,106140,2.5690995573458974e-10
338058,106140,2.5685248258214585e-10
355551,106140,2.566983639172549e-10
365675,106140,2.5665491974344956e-10
390868,106140,2.5618811518895514e-10
39629,106140,2.5700558802825586e-10
88377,106140,2.569533774132342e-10
98275,106140,2.566135311051937e-10
18565,106314,3.4127047964375365e-10
53106,106314,0.02777777704864404
800,106314,3.4127277810138343e-10
174835,106360,0.005952380951383911
284476,10644,0.0006127450820972827
107294,106555,1.538284474590239e-05
139206,106555,1.528252947962887e-05
151750,106555,1.3715969442191906e-05
155413,106555,1.3715216656877094e-05
186126,106555,1.3721890099878955e-05
195926,106555,1.3864382330004678e-05
208214,106555,1.537983356230029e-05
219952,106555,1.3719326537166112e-05
225261,106555,1.3715084411734377e-05
237944,106555,1.5281257872519794e-05
239793,106555,1.5453394015617672e-05
24985,106555,1.37163458621536e-05
256615,106555,1.3719357038540584e-05
260660,106555,1.4036203126480702e-05
283095,106555,1.3792073173019525e-05
286148,106555,1.5377687067971126e-05
294845,106555,1.540292611114255e-05
304109,106555,1.3715175980832432e-05
304511,106555,1.538486914860236e-05
305489,106555,1.3724972501620834e-05
326621,106555,1.4132052464763799e-05
332285,106555,1.3714687688084044e-05
337504,106555,1.5290159175711238e-05
339584,106555,1.5387280155859e-05
346098,106555,1.3900191029079776e-05
346662,106555,1.3765796450720546e-05
350465,106555,1.5281837714551825e-05
355474,106555,1.535708690037385e-05
363659,106555,1.5376476509981257e-05
365175,106555,1.5294319909281875e-05
379824,106555,1.5413404237487e-05
385071,106555,1.5283750241575434e-05
387825,106555,1.3718563563284282e-05
388060,106555,1.3831513579972727e-05
388317,106555,1.5377758271488953e-05
392342,106555,1.5386039050495376e-05
393746,106555,1.530901979224099e-05
404377,106555,1.5319457219694624e-05
415316,106555,1.5285072713802136e-05
425536,106555,1.5336710510223275e-05
426542,106555,1.544486910342435e-05
430535,106555,1.5417646339479965e-05
435862,106555,1.528283466681295e-05
436689,106555,1.5406679923912163e-05
447232,106555,1.550489957303158e-05
47490,106555,1.3714687688084044e-05
49530,106555,1.5281624091076417e-05
52141,106555,1.3939682347459272e-05
208214,107294,0.0033783783783784276
163599,107510,0.010989011590407643
181416,107516,0.020833333333259
131905,107812,0.011764721088888862
110998,108229,1.2370157064809413e-10
110999,108229,1.2127523305858437e-10
112259,108229,1.2144653093328757e-10
119585,108229,1.2074526822233762e-10
129433,108229,1.212164685703953e-10
146059,108229,1.2303130669862385e-10
276843,108229,1.237633146190224e-10
294242,108229,1.2059825148628675e-10
336186,108229,1.2051449439285966e-10
369728,108229,1.2082776979806156e-10
371432,108229,1.228906246832053e-10
448356,108229,1.2183082794345155e-10
45144,108229,1.2051463213811912e-10
454800,108229,0.06666667744596222
52836,108229,1.2077814954220004e-10
54812,108229,1.225611362799419e-10
62559,108229,1.2126670482161914e-10
71531,108229,1.22974278393483e-10
72310,108229,1.2127270111358137e-10
76990,108229,1.209589703922e-10
85001,108229,1.2088307730002026e-10
454592,108296,0.0014534883913715655
364941,108347,0.11111110383127326
65746,109402,0.0018050541502144587
49819,109411,0.004166666663700263
36819,109778,0.09090909080060074
78546,110134,0.004878048779626314
173993,110916,0.1666666667987
146059,110998,0.006329113923067995
62559,110999,0.33333333333284243
15436,111189,1.2518132293218702e-06
274606,111189,0.12499630105327984
756,111189,1.2518132309084762e-06
32534,111339,0.0011560693612613529
72310,112259,0.024999999999025645
195132,112361,0.013157894781955764
10453,112434,0.16666666665436705
425421,112512,0.014084507041244965
292515,112893,0.04166666664330982
67242,113077,0.002267573694916776
11152,113781,9.786113302133821e-06
117932,113781,9.786969295933445e-06
121639,113781,1.0011342086644508e-05
122077,113781,9.900449854690166e-06
138458,113781,9.80995883525039e-06
142704,113781,9.984520883982971e-06
146167,113781,9.786113255887766e-06
151220,113781,9.787866094604146e-06
157303,113781,9.824999895985279e-06
172170,113781,9.962713348145587e-06
173077,113781,1.008448896395397e-05
191333,113781,9.853553496143408e-06
193093,113781,1.0057647348103689e-05
199058,113781,9.804619107374448e-06
206191,113781,1.0860224815578257e-05
231411,113781,1.0080188561524786e-05
238158,113781,9.795712673563405e-06
239388,113781,1.00417298939837e-05
250305,113781,9.786704380735934e-06
254265,113781,1.0000703294594094e-05
255507,113781,1.0040833184602243e-05
264876,113781,9.795875747953972e-06
265945,113781,9.949465775245935e-06
270667,113781,9.786133699696494e-06
282773,113781,9.81034610949557e-06
288716,113781,9.943433070354688e-06
302521,113781,1.006129549571355e-05
30261,113781,9.799483159811837e-06
335557,113781,9.823308335272254e-06
340220,113781,1.0346423591335679e-05
345355,113781,9.999847259816124e-06
364405,113781,9.830910382367423e-06
366320,113781,9.85023139145137e-06
369727,113781,9.798892093226547e-06
369901,113781,9.788722042105942e-06
374095,113781,9.812241518664599e-06
381882,113781,9.866984529433256e-06
386208,113781,9.790495187583971e-06
387841,113781,1.0314303429156609e-05
410406,113781,9.811039115900826e-06
419633,113781,9.92409167444547e-06
422471,113781,9.806860954412339e-06
453782,113781,9.85848563567837e-06
89671,113781,9.81209890221522e-06
421235,113911,0.012987012452470206
14769,114010,0.06250001768986631
7791,114010,0.06250001768994143
171351,114370,0.011235955055175176
318644,114876,0.0007097233957866915
423261,115013,0.33333333315999225
231689,115065,0.0009259241252637986
127855,115073,0.001492537312714881
101011,115534,0.005376514607501945
118226,115534,1.206441859962233e-09
13577,115534,1.2061620656841864e-09
13961,115534,1.2061659774583596e-09
15348,115534,1.2061703490067073e-09
155629,115534,1.2061630413608345e-09
1722,115534,1.2061683479312855e-09
18778,115534,1.2064506545838064e-09
21307,115534,1.2061637688974563e-09
25198,115534,1.2061669046108669e-09
265355,115534,1.2064498444490048e-09
30118,115534,1.2061683369514435e-09
36640,115534,1.2063739964053436e-09
3777,115534,1.206444531986777e-09
394923,115534,1.2064158296640275e-09
43248,115534,1.2061600841656336e-09
68614,115534,1.2064506872655273e-09
73687,115534,1.2064370979970307e-09
93374,115534,1.2061708083843122e-09
93554,115534,1.2061771831458896e-09
97616,115534,1.2061709128631514e-09
147835,115564,0.023255814041415666
106360,115644,0.007751938021617975
109778,115730,3.454511382573041e-06
125296,115730,3.4813145417662295e-06
136515,115730,3.587341418588702e-06
138112,115730,3.4623114213119907e-06
145039,115730,3.5648206942411355e-06
160129,115730,3.46047621584427e-06
197695,115730,3.5819885049743187e-06
204218,115730,3.555147230036316e-06
219561,115730,3.5609206891220516e-06
237863,115730,3.4550084478864532e-06
244695,115730,3.557556018604191e-06
245277,115730,3.56329134455283e-06
250641,115730,1.8094299626863153e-06
254577,115730,3.5605383494492296e-06
259836,115730,3.5982385572268648e-06
262952,115730,3.5683002090847363e-06
277082,115730,3.4899556223773627e-06
27712,115730,3.553694295258955e-06
281155,115730,3.5718178633360493e-06
288486,115730,3.5559119291631255e-06
291136,115730,3.575450250792189e-06
300186,115730,3.5853914823121e-06
306234,115730,4.143208920457666e-06
31051,115730,3.7061390883566105e-06
312056,115730,3.561761890704598e-06
314821,115730,3.576979651123789e-06
33629,115730,3.458564299651072e-06
33631,115730,3.4631908681363084e-06
338971,115730,3.573003160823776e-06
344326,115730,3.893225302136246e-06
36819,115730,3.4540907834070093e-06
374084,115730,3.5989267684906537e-06
374630,115730,3.556753203579502e-06
39352,115730,3.556332641965141e-06
393983,115730,3.56256486441835e-06
40121,115730,3.4498849271999665e-06
44342,115730,3.4578760957910942e-06
46136,115730,3.679374281722923e-06
46985,115730,3.450802610431615e-06
50247,115730,3.5585119956980232e-06
55707,115730,3.5862326239125034e-06
55746,115730,3.6043180380504e-06
61496,115730,3.4677790043296493e-06
65682,115730,1.8094299626863153e-06
67069,115730,3.4563849967012847e-06
67970,115730,3.5602707922415848e-06
74621,115730,3.526585226170915e-06
80727,115730,3.607568089557841e-06
85456,115730,3.5876474275182672e-06
134530,115832,0.007299270249603233
127681,11597,0.0028089954625784876
138130,116905,0.0008130081722213587
298745,117841,0.030303030515012343
103841,117846,3.7405208643274103e-10
117841,117846,3.740165424917863e-10
123455,117846,3.739980180775996e-10
125651,117846,3.7400568362477423e-10
152275,117846,3.7400452357517136e-10
168344,117846,3.740030250487255e-10
204716,117846,3.7404223250300375e-10
20689,117846,3.7398043251913263e-10
21187,117846,3.7412525582172974e-10
2218,117846,3.7399774315340266e-10
232685,117846,3.7402575891280037e-10
2364,117846,3.7399249091643396e-10
28585,117846,3.7402273968224996e-10
28715,117846,3.7391616685649957e-10
298745,117846,3.7400566144261135e-10
309651,117846,0.017857183947700195
33120,117846,3.739987944989058e-10
342315,117846,3.740488555349384e-10
34792,117846,3.741079949311944e-10
39874,117846,3.7391616685649957e-10
41078,117846,3.740222216057205e-10
44509,117846,3.7400233848578574e-10
46452,117846,3.739906670563722e-10
46455,117846,3.740313322086861e-10
46468,117846,3.7406891639801176e-10
47450,117846,3.740847414835376e-10
48076,117846,3.7398918491096404e-10
50651,117846,3.7412642387835744e-10
50661,117846,3.740913122052861e-10
52728,117846,3.740219100276528e-10
60307,117846,3.740126047700058e-10
79536,117846,3.7403766957596266e-10
96372,117846,3.7407044677500386e-10
40285,117919,0.0434782614059191
11152,117932,2.0372665896742863e-07
146167,117932,2.03726652841824e-07
250305,117932,0.0769222413072448
270667,117932,2.0400597629520594e-07
364752,118439,0.024390243404407035
118439,119482,0.0033444859937883107
5392,119555,0.050000013375026645
294242,119585,0.02777722314693752
336186,119585,1.9791655945556722e-07
45144,119585,1.9791655945556722e-07
25673,119644,0.0078124999944318005
147630,120063,0.0034965082982770955
216256,120105,0.007874016141606929
46814,120630,0.03999999999933113
182998,120848,0.035714285713205486
37951,120964,0.006024096381821243
346936,121463,0.0027397260263582225
11152,121639,1.1385210988565346e-10
117932,121639,1.1385277334826172e-10
122077,121639,1.1384135541038831e-10
138458,121639,1.1385675062358213e-10
142704,121639,1.138447372538216e-10
146167,121639,1.1385301540458765e-10
151220,121639,1.1384705761506763e-10
157303,121639,1.1384024539296015e-10
172170,121639,1.1384628479686269e-10
191333,121639,1.1384628440189324e-10
199058,121639,1.1385174866506121e-10
238158,121639,1.1385320271784491e-10
250305,121639,1.138585384572343e-10
254265,121639,0.0019157152030509306
264876,121639,1.1385033516965418e-10
265945,121639,1.1384031450689946e-10
270667,121639,1.1385168960613089e-10
282773,121639,1.1384396174280355e-10
288716,121639,1.138459066340645e-10
30261,121639,1.1384914496057897e-10
335557,121639,1.1384791627991581e-10
345355,121639,1.1383946988494716e-10
364405,121639,1.1384845661288736e-10
366320,121639,1.1384993686411693e-10
369727,121639,1.1385275010173781e-10
369901,121639,1.1384214229840227e-10
374095,121639,1.1384490225019872e-10
381882,121639,1.1384671459402372e-10
386208,121639,1.1384272731138072e-10
410406,121639,1.1384959362458298e-10
419633,121639,1.1384087107859168e-10
422471,121639,1.1384999149568283e-10
453782,121639,1.1385127104870759e-10
89671,121639,1.1384106329341416e-10
101293,121773,1.3739473734018078e-05
101313,121773,1.85311222841472e-05
10464,121773,1.3531167225467373e-05
155202,121773,1.3770553844130843e-05
179772,121773,1.7499078714863186e-05
184061,121773,1.4821696118596207e-05
185885,121773,1.3516694694070519e-05
190988,121773,1.3371615254536506e-05
20056,121773,1.3371615254536506e-05
202470,121773,1.521185617646103e-05
223465,121773,1.3602461281529947e-05
225297,121773,1.3415506799244658e-05
226232,121773,1.3477310875146092e-05
228511,121773,1.412168597794973e-05
258473,121773,1.3771621497565178e-05
26264,121773,1.4433908719327131e-05
262740,121773,1.3728322829936953e-05
281243,121773,1.5082672646719046e-05
284859,121773,1.348775031294958e-05
284955,121773,1.3911006394133925e-05
327414,121773,1.7645937330659532e-05
344459,121773,1.3724408196395221e-05
394184,121773,1.3544453222936777e-05
42461,121773,1.7418887554747605e-05
42466,121773,1.3460940355546696e-05
450180,121773,1.3497832957259537e-05
46095,121773,1.4395236666052541e-05
46790,121773,1.3385494580388483e-05
47716,121773,1.3625000115829803e-05
57809,121773,1.3527133837859667e-05
69942,121773,1.3492494947418512e-05
7328,121773,1.3521083629045708e-05
73739,121773,1.339035836163608e-05
74076,121773,1.354884219627768e-05
75150,121773,1.3406372711534651e-05
81218,121773,1.7433359946111864e-05
85331,121773,1.3766876415077022e-05
89375,121773,1.3653114105561747e-05
90157,121773,1.3879926455612487e-05
90159,121773,1.8572878596105033e-05
9345,121773,1.340388149520765e-05
9346,121773,2.214280093874738e-05
97510,121773,1.4475546053586828e-05
97735,121773,1.3428792984814532e-05
97738,121773,1.3423217867044321e-05
99818,121773,1.4488476435019398e-05
381882,122077,0.0006090134551875093
114010,122113,5.203552732382845e-09
139521,122113,5.1805099655138265e-09
14132,122113,5.20331907403138e-09
14769,122113,5.204176646324336e-09
150573,122113,5.192812259013448e-09
166726,122113,5.172025550136402e-09
17332,122113,5.193744165278254e-09
24996,122113,5.178018263489052e-09
296591,122113,5.164866439942777e-09
29726,122113,0.03225823105137205
369712,122113,5.1654098316434355e-09
38258,122113,5.1968522237753986e-09
38264,122113,5.188842074033035e-09
45239,122113,5.185413049076742e-09
62299,122113,5.168056172552819e-09
7791,122113,5.204170446882326e-09
82976,122113,5.1721799434770284e-09
89751,122690,0.00016772900053713428
235830,122947,0.022222222172973496
407118,123247,0.0025445292680094027
291001,123248,0.03448274372537395
168344,123455,0.01960784353894049
52867,124313,0.0012755108672395947
383154,124884,0.0001874062959743232
111189,124997,1.670953741758029e-08
122690,124997,1.6699287222499142e-08
12696,124997,1.670630608736258e-08
129998,124997,1.670572346350968e-08
134446,124997,1.6707046418804327e-08
14767,124997,1.6709382311633063e-08
15436,124997,1.670954332910192e-08
162602,124997,1.6703993337089744e-08
16947,124997,1.670908001677863e-08
175528,124997,1.6709429234313052e-08
17811,124997,1.6706200750460837e-08
188817,124997,0.0007759979796813698
202342,124997,1.6704865882739694e-08
210610,124997,1.670352994061848e-08
2247,124997,1.6706170016992724e-08
239042,124997,1.6704691319072716e-08
24433,124997,1.6708929557420767e-08
254211,124997,1.6697936964980136e-08
274606,124997,1.6709540195469295e-08
276191,124997,1.6707970737476565e-08
31178,124997,1.670876935235704e-08
37410,124997,1.6708651808342112e-08
416731,124997,1.66991757119232e-08
421856,124997,1.6709242835585964e-08
442153,124997,1.6706887778202745e-08
53060,124997,1.670431895090058e-08
54776,124997,1.6697573348672068e-08
55069,124997,1.6708287270720454e-08
56417,124997,1.6709495164352493e-08
60360,124997,1.6708856044756683e-08
63432,124997,1.67076641826881e-08
67570,124997,1.670386314971076e-08
67993,124997,1.670943477664193e-08
756,124997,1.6709543429843107e-08
78359,124997,1.670951720761465e-08
86423,124997,1.670934826187933e-08
89751,124997,1.6703077769501413e-08
100494,125068,5.311267696017355e-07
11597,125068,4.409914457469816e-07
125071,125068,4.2631090768392666e-07
125074,125068,4.278320106204834e-07
127681,125068,4.2839799883116054e-07
13235,125068,4.2723056577681644e-07
138487,125068,4.7144934719215315e-07
14740,125068,4.513563484981336e-07
152099,125068,5.539789006755427e-07
153777,125068,4.513916717436243e-07
156886,125068,4.5294803688321535e-07
157951,125068,4.5694547147745655e-07
16910,125068,4.576532082626891e-07
180458,125068,4.7445621508646984e-07
180574,125068,5.232381338067719e-07
180935,125068,0.00018520227393042376
18144,125068,4.063592325508389e-07
200409,125068,4.1714875546975445e-07
230465,125068,5.020840045107957e-07
247578,125068,4.858469103529153e-07
255427,125068,5.159156056641696e-07
265011,125068,6.000725097896416e-07
28629,125068,4.494107231496351e-07
28668,125068,3.935890497726047e-07
319571,125068,4.1824525933878145e-07
35813,125068,4.0055789625942266e-07
35845,125068,3.9924902700696605e-07
41073,125068,3.9712653578003464e-07
43766,125068,6.140455085393948e-07
453432,125068,5.136161313119798e-07
46404,125068,6.256484783381961e-07
48005,125068,4.5125020605424905e-07
48920,125068,4.1269142943895256e-07
49358,125068,4.572639109710423e-07
50698,125068,4.5252369420678677e-07
55977,125068,3.976571586753688e-07
61066,125068,5.386263024276353e-07
62508,125068,4.425833244134747e-07
64068,125068,4.854931306411885e-07
64406,125068,4.596691604590978e-07
73505,125068,3.935890497726047e-07
81994,125068,4.2249036864055345e-07
82437,125068,5.821019878961502e-07
82701,125068,4.4467048109104796e-07
90114,125068,4.2316240780052595e-07
98202,125068,4.2588638665240566e-07
98202,125071,0.08333317484771435
13235,125074,0.05882359080005791
61496,125296,0.002824858750759775
191924,125510,0.009259252709407084
2364,125651,0.008928571423450087
15848,126174,2.5745415183976894e-09
187359,126174,2.5185050197244785e-09
216839,126174,0.0714275616990752
223771,126174,2.5167450826369075e-09
2839,126174,2.501300932223496e-09
57076,126174,2.501300932223496e-09
7905,126174,2.574541064996515e-09
2160,126450,3.164496641212479e-10
21757,126450,0.024390332355749174
4301,126450,3.164499741185407e-10
226704,126509,0.12500000035371933
360949,126509,3.895872392800457e-10
38728,126509,3.895872392800457e-10
18714,126594,0.0004151233635474264
10710,126715,3.4239661271424815e-09
163820,126715,3.423959137297158e-09
172031,126715,0.006711392022429324
192788,126715,3.436560423384965e-09
336804,126715,3.425500547318045e-09
46947,126879,0.01923076946850738
442153,12696,0.0010989013246772486
187922,127452,0.004608294938598202
125071,127681,4.6556330269855376e-09
125074,127681,0.06250089343612082
13235,127681,4.6553018503063046e-09
18144,127681,4.662824322150711e-09
200409,127681,4.6589334651056e-09
28668,127681,4.667416543379968e-09
319571,127681,4.658540749889194e-09
35813,127681,4.664910207163164e-09
35845,127681,4.665381185384254e-09
41073,127681,4.666138125797772e-09
48920,127681,4.660541823406153e-09
55977,127681,4.665952618532382e-09
73505,127681,4.667416543379968e-09
81994,127681,4.657009262485279e-09
90114,127681,4.656764711300802e-09
98202,127681,4.655790493087343e-09
41513,127855,0.0012547051430452764
221009,128254,0.02702702971544509
156686,128773,7.634546359343071e-08
233033,128773,0.0002170566935712825
244535,128773,1.982801533123505e-07
423,128773,4.0676668218805626e-07
46117,128773,4.0676668218805626e-07
156247,129076,0.0017182129876521324
76990,129433,0.016949152541375134
88807,129824,0.017857143544964947
2247,129998,0.0014164351695905067
90482,13032,0.027777777981530336
103510,130445,1.039793531710562e-10
107812,130445,1.0398011024987098e-10
10859,130445,1.0400355686875023e-10
13112,130445,1.0400355686875023e-10
131537,130445,1.0395557988641999e-10
131905,130445,1.0398242695959756e-10
132188,130445,1.0397655222714925e-10
143377,130445,1.0397687250362123e-10
15564,130445,1.0398140768127007e-10
171856,130445,1.0396152255401998e-10
181828,130445,1.0398302471399792e-10
182241,130445,1.0398233183077396e-10
186258,130445,1.0399510964663538e-10
187682,130445,1.0399615387184436e-10
208655,130445,1.0398735781889994e-10
21125,130445,1.0396186610081897e-10
216028,130445,1.0393371360017918e-10
216065,130445,1.0399701682965506e-10
216160,130445,1.0400689037090256e-10
217837,130445,0.0007148006707294999
220137,130445,1.0390712087988415e-10
220138,130445,1.0398360095709329e-10
222241,130445,1.039349686143583e-10
233209,130445,1.0395000231746559e-10
250998,130445,1.0387528945127715e-10
268047,130445,1.039657257327781e-10
29209,130445,1.0400400678430239e-10
310280,130445,1.038668365460558e-10
314153,130445,1.0389303239806901e-10
34445,130445,1.0399620209047123e-10
36458,130445,1.0391142214058175e-10
36525,130445,1.0398558547107861e-10
369360,130445,1.039647447024197e-10
390709,130445,1.0397011687893271e-10
45485,130445,1.039255332843207e-10
54570,130445,1.0398772545460821e-10
60630,130445,1.0398808428398104e-10
6423,130445,1.0399285490704238e-10
6441,130445,1.0399524398784793e-10
81203,130445,1.0399223716512598e-10
8203,130445,1.0399369062151459e-10
85618,130445,1.0399410070085674e-10
91250,130445,1.0398458572774287e-10
92356,130445,1.0398751530966049e-10
95968,130445,1.0396135057665029e-10
272928,130530,0.009345794392529923
95968,131537,0.0018148820319626717
204484,131733,0.0007616134416331609
36525,131905,0.012658230061796501
103447,131941,0.0005007525503344835
159681,13210,1.704992888884e-06
162951,13210,9.277131331974475e-08
3077,13210,8.254106034545333e-08
340040,13210,1.4643616553167013e-08
348471,13210,1.3452752743711347e-08
91250,132188,0.002421307527126706
104821,132264,0.00042918454880976157
147331,132288,1.221816697509489e-10
153232,132288,2.417554908153346e-10
157026,132288,3.669295449948663e-10
158188,132288,4.944347901485726e-10
158191,132288,3.94472139808936e-10
162269,132288,4.2473067616046817e-10
163018,132288,2.8558094578649985e-10
170760,132288,3.681198610445616e-10
195087,132288,2.340098618913509e-10
231239,132288,3.729432618456329e-10
237332,132288,3.233383140102587e-10
244851,132288,2.878163683820067e-10
313227,132288,4.1406203415045664e-10
357279,132288,2.870641763885125e-10
39704,132288,0.49999999518265614
423331,132288,1.481196339746307e-10
442384,132288,2.1937872961415106e-10
48139,132288,3.264959883842508e-10
88806,132288,4.940450362635266e-10
93795,132288,3.881472911402388e-10
99810,132288,1.0744895568101007e-10
125071,13235,0.038461538981114145
103670,132575,7.701834065189114e-06
108296,132575,7.854389073929968e-06
136556,132575,7.704920449946818e-06
139319,132575,7.700495009569619e-06
150219,132575,7.8827543355395e-06
